frame_idx,source,ocr_text,ocr_raw,status_text,hsv_label,hsv_green,hsv_red,vcb_box,label_box,status_box,num_boxes,yolo_ms,total_ms,fps
199,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.692) | From Aux Tr 4TR41-Y(0.609),"green (g=511, r=0)",green,511,0,"198,233,827,718,0.9573","369,625,659,693,0.9682","295,620,323,642,0.9323",3,41.370,165.838,6.030
200,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.675) | From Aux Tr 4TR41-Y(0.608),"green (g=488, r=0)",green,488,0,"182,233,820,718,0.9682","363,625,652,693,0.9620","287,619,315,641,0.9444",3,42.266,166.868,5.993
201,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.589) | From Aux Tr 4TR41-Y(0.935),"green (g=482, r=0)",green,482,0,"183,234,813,717,0.9606","357,625,644,693,0.9700","282,619,309,641,0.9322",3,39.023,161.228,6.202
202,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.712) | From Aux Tr 4TRA1-Y(0.632),"green (g=471, r=0)",green,471,0,"186,237,809,719,0.9697","352,626,638,693,0.9662","276,619,304,641,0.9311",3,44.305,165.332,6.048
203,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.538) | From Aux Tr 4TR41-Y(0.890),"green (g=479, r=0)",green,479,0,"183,239,804,719,0.9754","348,627,635,694,0.9553","272,619,299,641,0.9199",3,41.351,162.503,6.154
204,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.456) | From Aux Tr 4TRA1-Y(0.610),"green (g=519, r=0)",green,519,0,"183,242,799,719,0.9741","343,627,628,694,0.9461","269,620,296,641,0.9668",3,43.165,164.862,6.066
205,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.650) | From Aux Tr 4TRA1-Y(0.693),"green (g=442, r=0)",green,442,0,"179,246,795,719,0.9786","338,629,625,696,0.9524","266,620,292,642,0.8924",3,37.935,161.656,6.186
206,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.548) | From Aux Tr 4TR41-Y(0.626),"green (g=476, r=0)",green,476,0,"180,245,792,719,0.9845","336,629,619,697,0.9622","262,620,290,642,0.9307",3,42.494,160.870,6.216
207,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.521) | From Aux Tr 4TR41-Y(0.689),"green (g=623, r=0)",green,623,0,"172,249,788,717,0.9884","333,630,614,698,0.9627","258,619,286,642,0.9001",3,40.067,160.338,6.237
208,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.788) | From Aux Tr 4TR41-Y(0.561),"green (g=526, r=0)",green,526,0,"170,250,781,717,0.9903","330,630,609,697,0.9460","255,619,282,641,0.9695",3,43.075,168.281,5.942
209,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.657) | From Aux Tr 4TR41-Y(0.785),"green (g=476, r=0)",green,476,0,"174,252,775,717,0.9916","327,630,606,696,0.9448","253,619,280,640,0.9801",3,43.979,163.098,6.131
210,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SW02-O1B(0.481) | From Aux Tr 4TR41-Y(0.736),"green (g=496, r=0)",green,496,0,"173,253,771,718,0.9913","326,629,602,695,0.9328","251,618,279,639,0.9683",3,40.957,160.586,6.227
211,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.720) | From Aux Tr 4TR41-Y(0.691),"green (g=498, r=0)",green,498,0,"176,254,767,718,0.9914","325,627,602,693,0.9476","251,616,279,638,0.9476",3,42.739,167.181,5.982
212,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.463) | From Aux Tr 4TR41-Y(0.700),"green (g=460, r=0)",green,460,0,"170,255,765,718,0.9911","324,626,599,692,0.9587","252,615,279,636,0.9332",3,44.319,163.099,6.131
213,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.451) | From Aux Tr 4TR41-Y(0.779),"green (g=502, r=0)",green,502,0,"173,257,761,718,0.9908","324,625,597,691,0.9671","252,615,279,635,0.9155",3,40.353,160.880,6.216
214,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.493) | From Aux Tr 4TR41-Y(0.852),"green (g=507, r=0)",green,507,0,"179,259,757,719,0.9908","323,624,594,690,0.9725","252,614,279,635,0.8939",3,42.114,155.188,6.444
215,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.590) | From Aux Tr 4TR41-Y(0.683),"green (g=522, r=0)",green,522,0,"176,261,753,718,0.9902","323,623,592,689,0.9757","252,613,279,634,0.8935",3,43.264,155.730,6.421
216,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.621) | From Aux Tr 4TR41-Y(0.594),"green (g=433, r=0)",green,433,0,"162,263,750,718,0.9887","323,623,591,688,0.9792","253,614,280,634,0.9033",3,42.107,157.517,6.349
217,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.563) | From Aux Tr 4TR41-Y(0.967),"green (g=402, r=0)",green,402,0,"173,267,746,719,0.9884","325,623,590,687,0.9815","256,614,282,634,0.8725",3,37.755,141.603,7.062
218,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SW02-O1B(0.579) | From Aux Tr 4TR41-Y(0.659),"green (g=390, r=0)",green,390,0,"174,270,743,719,0.9846","328,623,588,686,0.9823","259,615,284,634,0.8867",3,37.617,144.082,6.940
219,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.849) | From Aux Tr 4TR41-Y(0.613),"green (g=392, r=0)",green,392,0,"179,275,739,719,0.9791","329,623,587,685,0.9819","260,615,286,634,0.9179",3,42.418,147.566,6.777
220,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.872) | From Aux Tr 4TR41-Y(0.816),"green (g=403, r=0)",green,403,0,"185,281,736,719,0.9741","329,624,585,685,0.9798","261,616,286,635,0.9446",3,42.845,147.620,6.774
221,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.741) | From Aux Tr 4TR41-Y(0.437),"green (g=421, r=0)",green,421,0,"192,286,732,719,0.9771","328,625,581,686,0.9710","260,618,285,638,0.9503",3,40.382,149.241,6.701
222,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.606) | From Aux Tr 4TR41-Y(0.799),"green (g=402, r=0)",green,402,0,"192,291,727,719,0.9796","326,626,575,686,0.9588","258,620,283,639,0.9626",3,42.838,145.071,6.893
223,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.834) | From Aux Tr 4TRA1-Y(0.501),"green (g=383, r=0)",green,383,0,"184,298,715,720,0.9740","323,626,571,686,0.9564","256,621,281,640,0.9676",3,40.257,148.807,6.720
224,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.628) | From Aux Tr 4TRA1-Y(0.615),"green (g=459, r=0)",green,459,0,"187,302,711,720,0.9818","322,625,567,684,0.9621","255,620,280,639,0.9737",3,42.695,151.054,6.620
225,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.723) | From Aux Tr 4TR41-Y(0.695),"green (g=415, r=0)",green,415,0,"188,305,707,720,0.9868","323,623,565,680,0.9623","257,618,282,637,0.9660",3,40.039,146.418,6.830
226,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.543) | From Aux Tr 4TRA1-Y(0.725),"green (g=418, r=0)",green,418,0,"193,306,705,720,0.9883","326,620,564,676,0.9660","261,615,285,634,0.8951",3,42.049,142.438,7.021
227,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.605) | From Aux Tr 4TR41-Y(0.590),"green (g=396, r=0)",green,396,0,"200,306,705,720,0.9887","330,615,566,671,0.9713","267,611,292,629,0.7783",3,40.918,140.814,7.102
228,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.570) | From Aux Tr 4TRA1-Y(0.633),"green (g=294, r=0)",green,294,0,"207,304,705,720,0.9884","337,611,569,666,0.9525","275,606,298,623,0.8754",3,41.098,140.448,7.120
229,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.532) | From Aux Tr 4TRA1-Y(0.873),"green (g=372, r=0)",green,372,0,"217,302,708,718,0.9855","345,604,573,659,0.9744","283,599,307,617,0.8596",3,38.320,139.158,7.186
230,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.697) | From Aux Tr 4TR41-Y(0.626),"green (g=324, r=0)",green,324,0,"225,300,711,716,0.9841","352,599,579,655,0.9530","293,593,315,610,0.9065",3,43.316,143.950,6.947
231,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.533) | From Aux Tr 4TRA1-Y(0.702),"green (g=363, r=0)",green,363,0,"236,298,713,720,0.9805","360,595,584,647,0.9611","301,587,324,604,0.8343",3,40.039,142.990,6.993
232,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.777) | From Aux Tr 4TR41-Y(0.790),"green (g=284, r=0)",green,284,0,"245,295,715,720,0.9812","366,588,586,640,0.9744","308,582,329,598,0.8671",3,42.565,137.111,7.293
233,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.710) | From Aux Tr 4TR41-Y(0.723),"green (g=287, r=0)",green,287,0,"252,290,719,719,0.9833","369,583,587,635,0.9415","312,576,333,593,0.8706",3,41.067,136.083,7.348
234,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.627) | From Aux Tr 4TR41-Y(0.680),"green (g=332, r=0)",green,332,0,"253,288,715,718,0.9833","370,578,585,628,0.9920","313,571,335,587,0.9284",3,42.707,139.996,7.143
235,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.814) | From Aux Tr 4TR4I-Y(0.431),"green (g=314, r=0)",green,314,0,"253,286,711,719,0.9835","369,572,583,623,0.9892","313,567,335,583,0.8678",3,39.750,144.202,6.935
236,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.851) | From Aux Tr 4TR41-Y(0.745),"green (g=297, r=0)",green,297,0,"252,283,706,718,0.9824","369,567,580,616,0.9821","312,562,333,578,0.8570",3,43.140,141.428,7.071
237,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.827) | From Aux Tr 4TRA1-Y(0.597),"green (g=292, r=0)",green,292,0,"247,281,702,720,0.9881","368,563,578,612,0.9477","311,556,332,572,0.9381",3,42.432,139.130,7.188
238,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.635) | From Aux Tr 4TRA1-Y(0.538),"green (g=254, r=0)",green,254,0,"248,277,699,720,0.9880","368,556,576,605,0.9633","312,552,333,567,0.8577",3,39.594,142.586,7.013
239,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.905) | From Aux Tr 4TR41-Y(0.747),"green (g=293, r=0)",green,293,0,"252,275,699,720,0.9857","371,551,577,598,0.9691","315,546,336,561,0.8382",3,42.559,134.833,7.417
240,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.532) | From Aux Tr 4TR41-Y(0.683),"green (g=290, r=0)",green,290,0,"258,270,702,719,0.9842","376,545,581,593,0.9924","322,541,342,556,0.9408",3,42.754,134.658,7.426
241,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.537) | From Aux Tr 4TRAI-Y(0.538),"green (g=303, r=0)",green,303,0,"266,270,707,719,0.9828","385,540,585,588,0.9789","330,536,350,552,0.8128",3,39.798,132.376,7.554
242,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.740) | From Aux Tr 4TR41-Y(0.577),"green (g=292, r=0)",green,292,0,"275,264,711,719,0.9901","392,536,592,583,0.9823","339,532,359,547,0.9003",3,40.977,139.579,7.164
243,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.858) | From Aux Tr 4TR4T-Y(0.555),"green (g=336, r=0)",green,336,0,"285,263,718,719,0.9904","400,532,598,579,0.9735","347,528,368,544,0.6859",3,42.386,136.069,7.349
244,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.556) | From Aux Tr 4TRAI-Y(0.627),"green (g=275, r=0)",green,275,0,"295,263,724,719,0.9865","410,529,604,575,0.9506","357,525,376,540,0.9316",3,43.028,135.878,7.360
245,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.523) | From Aux Tr 4TR41-Y(0.445),"green (g=285, r=0)",green,285,0,"306,266,725,719,0.9882","415,527,609,573,0.9552","365,523,384,538,0.7454",3,42.505,133.413,7.496
246,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.489) | From Aux Tr 4TRAT-Y(0.538),"green (g=275, r=0)",green,275,0,"314,266,727,719,0.9873","424,525,615,570,0.9356","372,521,391,536,0.9307",3,42.624,134.595,7.430
247,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.844) | From Aux Tr 4TRAT-Y(0.577),"green (g=267, r=0)",green,267,0,"319,266,731,719,0.9854","430,523,619,568,0.9373","379,520,398,535,0.8604",3,43.759,135.250,7.394
248,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.808) | From Aux Tr 4TR41-Y(0.693),"green (g=288, r=0)",green,288,0,"323,266,733,719,0.9830","433,522,622,568,0.9286","383,519,403,534,0.8707",3,44.188,133.617,7.484
249,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.684) | From Aux Tr 4TRA1-Y(0.692),"green (g=263, r=0)",green,263,0,"328,266,735,720,0.9775","436,521,625,567,0.9253","387,519,407,533,0.9300",3,44.185,135.627,7.373
250,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.597) | From Aux Tr 4TR41-Y(0.669),"green (g=255, r=0)",green,255,0,"333,265,736,720,0.9766","440,520,627,564,0.9655","391,517,410,532,0.7033",3,45.119,137.763,7.259
251,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.683) | From Aux Tr 4TRA1-Y(0.709),"green (g=252, r=0)",green,252,0,"335,266,736,719,0.9812","444,519,629,563,0.9738","394,517,412,531,0.7004",3,39.149,131.268,7.618
252,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.882) | From Aux Tr 4TR41-Y(0.648),"green (g=247, r=0)",green,247,0,"337,267,739,720,0.9848","446,519,632,562,0.9818","397,517,416,530,0.8310",3,44.561,136.940,7.302
253,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.883) | From Aux Tr 4TR41-Y(0.838),"green (g=285, r=0)",green,285,0,"340,269,740,720,0.9883","451,519,634,563,0.9836","401,517,420,532,0.8201",3,41.800,133.026,7.517
254,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.695) | From Aux Tr 4TRAT-Y(0.496),"green (g=240, r=0)",green,240,0,"345,270,743,719,0.9897","455,520,638,564,0.9745","405,519,423,533,0.9331",3,40.322,133.306,7.502
255,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.556) | From Aux Tr 4TRAT-Y(0.706),"green (g=252, r=0)",green,252,0,"350,274,745,719,0.9909","457,522,641,565,0.9372","409,521,427,535,0.8855",3,43.377,135.280,7.392
256,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.865) | From Aux Tr 4TR41-Y(0.499),"green (g=238, r=0)",green,238,0,"353,277,748,719,0.9902","460,524,643,567,0.9252","412,523,430,537,0.8948",3,42.859,138.773,7.206
257,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.457) | From Aux Tr 4TR41-Y(0.705),"green (g=266, r=0)",green,266,0,"355,281,752,719,0.9888","465,527,647,570,0.9494","415,525,434,539,0.9382",3,40.134,136.281,7.338
258,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.418) | From Aux Tr 4TRA1-Y(0.714),"green (g=229, r=0)",green,229,0,"362,284,758,719,0.9865","470,530,651,574,0.9728","421,527,438,542,0.8407",3,40.957,137.562,7.269
259,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.590) | From Aux Tr 4TRA1-Y(0.628),"green (g=228, r=0)",green,228,0,"371,287,765,719,0.9849","476,533,656,576,0.9684","427,531,445,545,0.8087",3,42.920,136.223,7.341
260,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.778) | From Aux Tr 4TR41-Y(0.775),"green (g=240, r=0)",green,240,0,"379,290,771,719,0.9850","485,536,665,579,0.9802","436,533,454,547,0.9571",3,42.427,138.839,7.203
261,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.820) | From Aux Tr 4TR41-Y(0.332),"green (g=227, r=0)",green,227,0,"389,293,779,718,0.9857","493,538,673,581,0.9767","445,535,464,548,0.8253",3,42.444,134.036,7.461
262,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.372) | Aux Tr 4TR41-Y(0.482) | From(0.998),"green (g=232, r=0)",green,232,0,"401,296,790,719,0.9900","504,539,682,583,0.9719","456,535,474,549,0.7837",3,43.538,152.462,6.559
263,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.812) | From Aux Tr 4TR4T-Y(0.668),"green (g=252, r=0)",green,252,0,"410,298,798,719,0.9763","513,541,692,583,0.9583","465,536,483,550,0.8525",3,43.774,132.197,7.564
264,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.720) | From Aux Tr 4TRAI-Y(0.558),"green (g=238, r=0)",green,238,0,"418,298,803,718,0.9824","520,542,698,584,0.9853","474,537,491,551,0.8804",3,39.676,128.651,7.773
265,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.683) | From Aux Tr 4TRA1-Y(0.722),"green (g=252, r=0)",green,252,0,"426,299,810,718,0.9729","526,542,705,585,0.9780","479,537,497,551,0.8287",3,39.447,127.995,7.813
266,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.844) | From Aux Tr 4TRA1-Y(0.459),"green (g=238, r=0)",green,238,0,"432,300,817,718,0.9747","533,543,709,586,0.9854","485,537,502,551,0.8874",3,42.584,129.956,7.695
267,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.675) | From Aux Tr 4TRAI-Y(0.551),"green (g=252, r=0)",green,252,0,"437,303,821,719,0.9780","535,544,712,587,0.9873","488,538,506,552,0.8742",3,42.830,134.601,7.429
268,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.590) | From Aux Tr 4TR41-Y(0.933),"green (g=252, r=0)",green,252,0,"438,303,822,720,0.9798","537,543,713,586,0.9839","490,537,508,551,0.8660",3,44.042,129.280,7.735
269,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.477) | From Aux Tr 4TR41-Y(0.875),"green (g=210, r=0)",green,210,0,"437,302,822,720,0.9807","537,542,713,585,0.9789","490,537,507,551,0.8857",3,45.056,130.545,7.660
270,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.671) | From Aux Tr 4TR41-Y(0.699),"green (g=238, r=0)",green,238,0,"435,301,820,720,0.9797","535,540,712,583,0.9652","489,536,506,550,0.8343",3,41.287,130.279,7.676
271,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.564) | From Aux Tr 4TR41-Y(0.613),"green (g=221, r=0)",green,221,0,"428,297,815,718,0.9807","534,538,710,581,0.9766","486,535,503,548,0.7905",3,42.751,136.307,7.336
272,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.509) | From Aux Tr 4TRA1-Y(0.583),"green (g=216, r=0)",green,216,0,"424,294,810,718,0.9828","529,535,706,578,0.9691","482,533,500,546,0.8977",3,43.578,133.928,7.467
273,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.583) | From Aux Tr 4TR41-Y(0.685),"green (g=189, r=0)",green,189,0,"421,292,805,718,0.9844","527,532,703,575,0.9776","479,531,497,544,0.8571",3,43.881,136.764,7.312
274,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SW02-O1B(0.455) | From Aux Tr 4TR4T-Y(0.651),"green (g=222, r=0)",green,222,0,"418,289,804,718,0.9857","525,530,703,573,0.9790","477,529,495,544,0.7215",3,43.182,137.486,7.273
275,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.538) | From Aux Tr 4TR4T-Y(0.632),"green (g=238, r=0)",green,238,0,"416,287,803,719,0.9863","525,527,703,569,0.9502","478,527,495,541,0.9331",3,43.291,136.719,7.314
276,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SW02-O1B(0.651) | From Aux Tr 4TR41-Y(0.394),"green (g=252, r=0)",green,252,0,"420,285,805,720,0.9877","526,524,705,566,0.9237","479,525,497,539,0.8806",3,43.258,137.652,7.265
277,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SW02-O1B(0.574) | From Aux Tr 4TR4T-Y(0.509),"green (g=221, r=0)",green,221,0,"424,282,809,720,0.9896","532,522,708,564,0.9265","483,525,500,538,0.9575",3,38.676,133.261,7.504
278,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.813) | From Aux Tr 4TRAT-Y(0.512),"green (g=238, r=0)",green,238,0,"426,283,813,719,0.9897","536,521,712,563,0.9212","487,523,504,537,0.8541",3,41.311,136.343,7.334
279,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.577) | From Aux Tr 4TR4T-Y(0.510),"green (g=260, r=0)",green,260,0,"429,281,819,720,0.9900","539,520,718,562,0.9508","491,522,510,536,0.8454",3,42.410,130.831,7.643
280,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.513) | From Aux Tr 4TRAT-Y(0.580),"green (g=246, r=0)",green,246,0,"435,280,824,720,0.9892","543,519,721,561,0.9654","495,521,513,535,0.8261",3,43.794,132.688,7.536
281,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.518) | From Aux Tr 4TR4T-Y(0.651),"green (g=252, r=0)",green,252,0,"437,278,827,720,0.9899","545,517,724,560,0.9710","497,520,515,534,0.8601",3,44.648,133.689,7.480
282,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.661) | From Aux Tr 4TRAI-Y(0.655),"green (g=252, r=0)",green,252,0,"438,277,828,720,0.9895","547,517,724,559,0.9736","498,519,516,533,0.8429",3,43.406,137.204,7.288
283,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.800) | From Aux Tr 4TRAI-Y(0.698),"green (g=225, r=0)",green,225,0,"437,277,828,720,0.9896","546,516,725,559,0.9797","497,519,515,532,0.7743",3,43.946,134.011,7.462
284,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.492) | From Aux Tr 4TRAI-Y(0.497),"green (g=234, r=0)",green,234,0,"437,276,828,720,0.9899","545,516,725,559,0.9815","497,519,515,532,0.7820",3,45.654,133.131,7.511
285,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-01B(0.601) | From Aux Tr 4TR4T-Y(0.589),"green (g=247, r=0)",green,247,0,"437,276,828,720,0.9902","545,516,725,559,0.9804","496,519,515,532,0.7743",3,45.460,134.300,7.446
